rule_id,condition_json,recommended_scheme,recommended_loan,recommended_insurance,priority,confidence,reason
174,"{""state"": ""Haryana"", ""crop"": ""Soybean"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan",Pradhan Mantri Fasal Bima Yojana (PMFBY),4,0.78,"Farmer in Haryana cultivating Soybean with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Soybean is a priority crop under PMFBY in Haryana, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
175,"{""state"": ""Haryana"", ""crop"": ""Soybean"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),1,0.9,"Farmer in Haryana cultivating Soybean with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Soybean is a priority crop under PMFBY in Haryana, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
176,"{""state"": ""Haryana"", ""crop"": ""Maize"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),1,0.94,"Farmer in Haryana cultivating Maize with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Maize is a priority crop under PMFBY in Haryana, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
177,"{""state"": ""Haryana"", ""crop"": ""Maize"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),2,0.89,"Farmer in Haryana cultivating Maize with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Maize is a priority crop under PMFBY in Haryana, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
178,"{""state"": ""Haryana"", ""crop"": ""Maize"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan",Pradhan Mantri Fasal Bima Yojana (PMFBY),3,0.95,"Farmer in Haryana cultivating Maize with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Maize is a priority crop under PMFBY in Haryana, warranting crop insurance coverage."
179,"{""state"": ""Haryana"", ""crop"": ""Maize"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan",Pradhan Mantri Fasal Bima Yojana (PMFBY),4,0.89,"Farmer in Haryana cultivating Maize with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Maize is a priority crop under PMFBY in Haryana, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
180,"{""state"": ""Haryana"", ""crop"": ""Maize"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),1,0.88,"Farmer in Haryana cultivating Maize with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Maize is a priority crop under PMFBY in Haryana, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
181,"{""state"": ""Haryana"", ""crop"": ""Groundnut"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),1,0.88,"Farmer in Haryana cultivating Groundnut with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Groundnut is a priority crop under PMFBY in Haryana, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
182,"{""state"": ""Haryana"", ""crop"": ""Groundnut"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),2,0.93,"Farmer in Haryana cultivating Groundnut with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Groundnut is a priority crop under PMFBY in Haryana, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
183,"{""state"": ""Haryana"", ""crop"": ""Groundnut"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan",Pradhan Mantri Fasal Bima Yojana (PMFBY),3,0.78,"Farmer in Haryana cultivating Groundnut with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Groundnut is a priority crop under PMFBY in Haryana, warranting crop insurance coverage."
184,"{""state"": ""Haryana"", ""crop"": ""Groundnut"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan",Pradhan Mantri Fasal Bima Yojana (PMFBY),4,0.77,"Farmer in Haryana cultivating Groundnut with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Groundnut is a priority crop under PMFBY in Haryana, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
185,"{""state"": ""Haryana"", ""crop"": ""Groundnut"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),1,0.91,"Farmer in Haryana cultivating Groundnut with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Groundnut is a priority crop under PMFBY in Haryana, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
186,"{""state"": ""Haryana"", ""crop"": ""Pulses"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),1,0.94,"Farmer in Haryana cultivating Pulses with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Pulses is a priority crop under PMFBY in Haryana, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
187,"{""state"": ""Haryana"", ""crop"": ""Pulses"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),2,0.91,"Farmer in Haryana cultivating Pulses with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Pulses is a priority crop under PMFBY in Haryana, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
188,"{""state"": ""Haryana"", ""crop"": ""Pulses"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan",Pradhan Mantri Fasal Bima Yojana (PMFBY),3,0.76,"Farmer in Haryana cultivating Pulses with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Pulses is a priority crop under PMFBY in Haryana, warranting crop insurance coverage."
189,"{""state"": ""Haryana"", ""crop"": ""Pulses"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan",Pradhan Mantri Fasal Bima Yojana (PMFBY),4,0.87,"Farmer in Haryana cultivating Pulses with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Pulses is a priority crop under PMFBY in Haryana, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
190,"{""state"": ""Haryana"", ""crop"": ""Pulses"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)",Pradhan Mantri Fasal Bima Yojana (PMFBY),1,0.8,"Farmer in Haryana cultivating Pulses with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Pulses is a priority crop under PMFBY in Haryana, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
191,"{""state"": ""Haryana"", ""crop"": ""Vegetables"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme",1,0.82,Farmer in Haryana cultivating Vegetables with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
192,"{""state"": ""Haryana"", ""crop"": ""Vegetables"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme",2,0.87,Farmer in Haryana cultivating Vegetables with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
193,"{""state"": ""Haryana"", ""crop"": ""Vegetables"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme",3,0.77,Farmer in Haryana cultivating Vegetables with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment.
194,"{""state"": ""Haryana"", ""crop"": ""Vegetables"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme",4,0.94,Farmer in Haryana cultivating Vegetables with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Larger land holding and higher income support infrastructure and mechanization financing.
195,"{""state"": ""Haryana"", ""crop"": ""Vegetables"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme",1,0.87,Farmer in Haryana cultivating Vegetables with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
